

2019-05-20 00:40:01.610431
Compression scale set to 200

501, -9.918, 0.716, 80.000, 89.790, 71.528, 4.502, 5.0, 1647.9999999999995, 3, 8.699029126213595
2, -8.130, 0.010, 90.000, 91.640, 1.157, 8.000, 8.0, 4355.0, 1, 3.2918484500574055
3, -8.488, 0.106, 100.000, 91.230, 10.648, 3.133, 3.0, 2088.0, 1, 6.865900383141763
4, -10.022, 0.499, 70.000, 89.680, 50.000, 2.314, 2.0, 1391.0, 1, 10.306254493170382
5, -8.488, 0.105, 100.000, 91.230, 10.648, 3.133, 3.0, 2088.0, 1, 6.865900383141763
6, -8.029, 0.185, 100.000, 91.730, 18.750, 7.971, 8.0, 3842.0, 1, 3.7313899010931806
7, -8.054, 0.305, 100.000, 91.690, 30.556, 7.405, 7.0, 3216.0, 1, 4.45771144278607
8, -54.554, 0.990, 40.000, 45.130, 98.843, 7.841, 8.0, 587.0, 7, 24.422487223168655
9, -8.024, 0.103, 80.000, 91.740, 10.417, 7.979, 8.0, 4067.0, 1, 3.5249569707401034
10, -8.131, 0.147, 80.000, 91.630, 14.815, 8.000, 8.0, 3932.0, 1, 3.6459816887080367
11, -8.110, 0.151, 100.000, 91.650, 15.278, 7.947, 8.0, 3914.0, 1, 3.662749105774144
12, -8.037, 0.054, 90.000, 91.730, 5.556, 7.976, 8.0, 4220.0, 1, 3.3971563981042654
13, -8.016, 0.264, 100.000, 91.730, 26.389, 7.434, 7.0, 3288.0, 1, 4.360097323600973
14, -7.956, 0.258, 100.000, 91.790, 25.926, 7.387, 7.0, 3304.0, 1, 4.338983050847458
15, -7.976, 0.268, 80.000, 91.770, 26.852, 7.402, 7.0, 3288.0, 1, 4.360097323600973
16, -8.030, 0.194, 100.000, 91.720, 19.444, 7.406, 7.0, 3456.0, 1, 4.148148148148148
17, -8.039, 0.208, 70.000, 91.710, 20.833, 7.330, 7.0, 3424.0, 1, 4.186915887850467
18, -8.065, 0.290, 100.000, 91.680, 29.167, 7.308, 7.0, 3232.0, 1, 4.435643564356436
19, -8.080, 0.168, 100.000, 91.680, 16.898, 7.575, 8.0, 3896.0, 1, 3.679671457905544
20, -8.070, 0.164, 100.000, 91.690, 16.667, 7.719, 8.0, 3896.0, 1, 3.679671457905544
21, -8.087, 0.062, 90.000, 91.680, 6.250, 7.690, 8.0, 4193.0, 1, 3.4190317195325544
22, -8.050, 0.019, 90.000, 91.720, 2.083, 7.833, 8.0, 4319.0, 1, 3.319286871961102
23, -8.034, 0.095, 100.000, 91.730, 9.722, 7.786, 8.0, 4094.0, 1, 3.5017098192476794
24, -8.058, 0.035, 100.000, 91.710, 3.704, 7.508, 8.0, 4265.0, 1, 3.3613130128956623
25, -8.021, 0.010, 90.000, 91.740, 1.157, 7.362, 7.0, 3928.0, 1, 3.64969450101833
26, -8.077, 0.067, 100.000, 91.680, 6.944, 7.413, 7.0, 3768.0, 1, 3.8046709129511678
27, -8.069, 0.023, 90.000, 91.690, 2.546, 7.210, 7.0, 3880.0, 1, 3.6948453608247425
28, -8.091, 0.166, 100.000, 91.660, 16.667, 7.133, 7.0, 3520.0, 1, 4.072727272727272
29, -7.974, 0.113, 100.000, 91.780, 11.574, 7.233, 7.0, 3632.0, 1, 3.947136563876652
30, -7.989, 0.034, 100.000, 91.770, 3.472, 6.990, 7.0, 3856.0, 1, 3.7178423236514524
31, -8.042, 0.143, 80.000, 91.710, 14.583, 6.915, 7.0, 3560.0, 1, 4.026966292134832
