

2019-04-06 00:28:12.506639
sparsity scale set to 200

20, 84.596, 0.365, 72.730, 71.050, 1.572
21, 84.684, 0.356, 72.750, 71.140, 1.553
22, 84.500, 0.309, 72.970, 70.970, 1.456
23, 84.656, 0.363, 72.810, 71.110, 1.569
24, 84.290, 0.460, 70.420, 70.710, 1.819
25, 84.676, 0.331, 72.490, 71.140, 1.501
26, 84.680, 0.378, 72.500, 71.130, 1.602
27, 84.606, 0.364, 72.850, 71.060, 1.572
28, 84.875, 0.422, 71.570, 71.310, 1.706
29, 84.386, 0.396, 71.960, 70.830, 1.643
30, 84.490, 0.407, 72.130, 70.930, 1.669
31, 84.502, 0.316, 72.960, 70.970, 1.470
32, 83.677, 0.476, 69.980, 70.090, 1.868
33, 84.688, 0.369, 72.630, 71.140, 1.582
34, 84.951, 0.439, 71.070, 71.380, 1.751
35, 85.066, 0.424, 71.650, 71.500, 1.714
36, 83.174, 0.489, 69.900, 69.580, 1.914
37, 84.677, 0.367, 72.660, 71.130, 1.578
38, 84.228, 0.402, 72.050, 70.670, 1.656
39, 84.611, 0.412, 72.240, 71.050, 1.681
40, 84.390, 0.458, 70.670, 70.810, 1.814
41, 84.537, 0.296, 73.180, 71.010, 1.429
42, 84.559, 0.303, 72.970, 71.030, 1.444
43, 84.682, 0.350, 72.900, 71.140, 1.543
44, 84.793, 0.416, 71.670, 71.230, 1.691
45, 84.511, 0.200, 73.640, 71.010, 1.244
46, 84.491, 0.124, 73.440, 71.010, 1.096
47, 84.509, 0.154, 73.450, 71.020, 1.155
48, 84.527, 0.221, 73.700, 71.020, 1.285
49, 84.520, 0.195, 73.640, 71.020, 1.233
50, 84.502, 0.129, 73.420, 71.020, 1.106
51, 84.485, 0.063, 73.520, 71.020, 0.979
52, 84.476, 0.027, 73.530, 71.020, 0.910
53, 84.522, 0.203, 73.640, 71.020, 1.249
54, 84.499, 0.117, 73.420, 71.020, 1.083
55, 84.478, 0.036, 73.510, 71.020, 0.927
1, 97.143, 0.200, 73.580, 66.050, 35.677
2, 85.295, 0.200, 73.580, 73.400, 15.932
3, 79.466, 0.200, 73.580, 73.550, 15.481
4, 118.855, 0.900, 50.810, 52.900, 69.676
5, 67.259, 0.900, 50.810, 50.770, 69.676
6, 116.784, 0.941, 43.170, 43.210, 72.816
7, 118.650, 0.899, 50.980, 52.880, 69.591
8, 118.686, 0.894, 51.800, 53.760, 69.196
9, 118.679, 0.906, 49.660, 51.680, 70.149
10, 118.429, 0.900, 50.650, 52.520, 69.655
11, 119.100, 0.891, 52.990, 54.630, 68.978
12, 118.889, 0.898, 51.070, 53.210, 69.549
13, 118.532, 0.895, 51.650, 53.480, 69.255
14, 119.563, 0.885, 53.820, 56.060, 68.505
15, 119.462, 0.905, 50.350, 52.640, 70.070
16, 119.310, 0.890, 53.110, 54.920, 68.939
17, 119.739, 0.885, 53.980, 56.210, 68.518
18, 119.369, 0.886, 53.430, 55.700, 68.588
19, 120.121, 0.882, 54.340, 57.060, 68.285
20, 118.583, 0.900, 50.710, 52.610, 69.684
21, 119.953, 0.880, 54.800, 57.180, 68.139
22, 119.440, 0.889, 53.390, 55.280, 68.828
23, 120.231, 0.882, 54.420, 57.180, 68.280
24, 119.061, 0.888, 53.300, 55.070, 68.746
25, 119.234, 0.883, 53.770, 56.080, 68.331
26, 118.537, 0.894, 51.610, 53.580, 69.210
27, 120.480, 0.879, 55.080, 57.830, 68.076
28, 120.266, 0.881, 54.870, 57.330, 68.222
29, 120.367, 0.877, 55.500, 58.010, 67.926
30, 120.743, 0.876, 55.800, 58.530, 67.852
31, 120.383, 0.877, 55.560, 58.020, 67.930
