

2019-05-14 22:36:23.474223
Compression scale set to 20

21, -48.916, 0.716, 50.000, 50.950, 71.556, 4.502, 5.0, 1344.0000000000007, 3, 10.857142857142852
2, -26.375, 0.010, 50.000, 73.520, 0.889, 8.000, 8.0, 4206.0, 1, 3.4693295292439372
1, -42.878, 0.716, 60.000, 56.410, 71.583, 4.502, 5.0, 6632.0, 3, 11.657418576598312
2, -25.941, 0.010, 90.000, 73.500, 1.000, 8.000, 8.0, 21896.0, 1, 3.5308732188527583
1, -18.451, 0.716, 60.000, 67.310, 71.592, 4.502, 5.0, 127184.00000000001, 3, 12.107183293496036
2, -15.239, 0.010, 30.000, 73.590, 1.000, 8.000, 8.0, 431574.0, 1, 3.5679628522570868
1, -25.009, 0.716, 50.000, 71.990, 71.587, 4.502, 5.0, 27528.000000000007, 3, 11.815170008718393
2, -24.144, 0.010, 80.000, 73.510, 0.992, 8.000, 8.0, 92526.0, 1, 3.5152065365410805
1, -28.740, 0.716, 70.000, 71.010, 71.548, 4.502, 5.0, 2400.0, 3, 11.333333333333334
2, -26.235, 0.010, 90.000, 73.570, 0.952, 8.000, 8.0, 7808.0, 1, 3.4836065573770494

 Final Sparsity: 1.34    Final Top1: 73.340    Compression: 3.543


2019-05-14 22:50:33.434373
Compression scale set to 100

50

2019-05-14 22:58:55.524736
Compression scale set to 100

501, -60.032, 0.200, 50.000, 39.300, 19.778, 2.000, 2.0, 1329.0, 1, 10.979683972911964
2, -28.920, 0.200, 60.000, 70.450, 19.778, 4.000, 4.0, 2087.0, 1, 6.991854336367992
3, -26.526, 0.200, 70.000, 72.920, 19.778, 8.000, 8.0, 3603.0, 1, 4.049958368026645
4, -70.197, 0.900, 40.000, 29.100, 90.000, 4.000, 4.0, 642.0, 5, 22.72897196261682
5, -69.537, 0.900, 10.000, 29.770, 90.000, 8.000, 8.0, 835.9999999999999, 6, 17.454545454545457
6, -38.508, 0.085, 50.000, 60.850, 8.444, 2.530, 3.0, 1856.0, 1, 7.862068965517241
7, -38.507, 0.106, 70.000, 60.850, 10.444, 3.133, 3.0, 1828.0, 1, 7.982494529540482
8, -55.831, 0.499, 60.000, 43.490, 49.778, 2.314, 2.0, 1122.0, 1, 13.005347593582888
9, -26.357, 0.195, 60.000, 73.090, 19.333, 7.999, 8.0, 3612.0, 1, 4.039867109634551
10, -26.327, 0.192, 60.000, 73.120, 19.111, 7.998, 8.0, 3621.0, 1, 4.029826014913008
11, -25.988, 0.180, 80.000, 73.460, 17.778, 7.992, 8.0, 3648.0, 1, 4.0
12, -26.180, 0.163, 80.000, 73.270, 16.222, 7.984, 8.0, 3675.0, 1, 3.9706122448979593
13, -26.058, 0.184, 90.000, 73.390, 18.222, 7.977, 8.0, 3639.0, 1, 4.009892827699917
14, -25.919, 0.176, 70.000, 73.530, 17.556, 7.970, 8.0, 3657.0, 1, 3.9901558654634948
15, -25.988, 0.178, 90.000, 73.460, 17.778, 7.952, 8.0, 3648.0, 1, 4.0
16, -26.110, 0.169, 60.000, 73.340, 16.889, 7.959, 8.0, 3675.0, 1, 3.9706122448979593
17, -26.278, 0.190, 90.000, 73.170, 18.889, 7.957, 8.0, 3630.0, 1, 4.019834710743802
18, -26.092, 0.151, 80.000, 73.360, 14.889, 7.961, 8.0, 3711.0, 1, 3.9320937752627323
19, -26.141, 0.152, 90.000, 73.310, 15.111, 7.900, 8.0, 3702.0, 1, 3.9416531604538085
20, -26.066, 0.131, 80.000, 73.390, 12.889, 7.806, 8.0, 3792.0, 1, 3.848101265822785
21, -25.972, 0.095, 80.000, 73.490, 9.333, 7.821, 8.0, 3909.0, 1, 3.7329240214888717
22, -26.013, 0.085, 60.000, 73.450, 8.444, 7.780, 8.0, 3936.0, 1, 3.707317073170732
23, -25.941, 0.096, 100.000, 73.520, 9.556, 7.814, 8.0, 3900.0, 1, 3.7415384615384615
24, -26.035, 0.072, 60.000, 73.430, 7.111, 7.810, 8.0, 3981.0, 1, 3.6654107008289376
25, -25.920, 0.104, 50.000, 73.540, 10.222, 7.823, 8.0, 3873.0, 1, 3.7676219984508132
26, -25.920, 0.102, 60.000, 73.540, 10.222, 7.806, 8.0, 3873.0, 1, 3.7676219984508132
27, -25.910, 0.105, 90.000, 73.550, 10.444, 7.823, 8.0, 3873.0, 1, 3.7676219984508132
28, -25.920, 0.106, 60.000, 73.540, 10.444, 7.832, 8.0, 3873.0, 1, 3.7676219984508132
29, -26.000, 0.101, 60.000, 73.460, 10.000, 7.834, 8.0, 3882.0, 1, 3.758887171561051
30, -25.919, 0.053, 80.000, 73.550, 5.111, 7.669, 8.0, 4053.0, 1, 3.600296076980015
